batch_id,plant,line,planned_qty,actual_qty,good_qty,rejected_qty,downtime_minutes,supplier_risk_score,machine_age_years,machine_criticality,shift,part_category,supplier_region,defect_risk_flag,production_achievement_pct,rejection_rate,good_rate,downtime_per_1000_units,is_night_shift,is_high_criticality,supplier_risk_bucket
BATCH_00152,Chakan,Line_C,927,754,707,47,32,0.52,9,High,C,Transmission,East,1,0.8133764832793959,0.0623342175066313,0.9376657824933687,42.44031830238727,1,1,Medium
BATCH_00153,Nashik,Line_B,747,783,742,41,34,0.07,3,Medium,C,Transmission,East,0,1.0481927710843373,0.05236270753512133,0.9476372924648787,43.42273307790549,1,0,Low
BATCH_00154,Chakan,Line_D,1019,834,824,10,25,0.57,9,Low,A,Axle,West,0,0.8184494602551521,0.011990407673860911,0.988009592326139,29.97601918465228,0,0,Medium
BATCH_00155,Chakan,Line_A,827,816,790,26,25,0.3,2,Medium,B,Brake,North,0,0.9866989117291415,0.031862745098039214,0.9681372549019608,30.637254901960787,0,0,Low
BATCH_00156,Bangalore,Line_B,989,714,671,43,22,0.17,6,Medium,C,Electronics,South,0,0.7219413549039434,0.06022408963585434,0.9397759103641457,30.81232492997199,1,0,Low
BATCH_00157,Nashik,Line_B,930,815,767,48,33,0.6,5,Low,C,Transmission,South,1,0.8763440860215054,0.05889570552147239,0.9411042944785276,40.490797546012274,1,0,Medium
BATCH_00158,Chakan,Line_D,877,838,803,35,40,0.33,11,Medium,B,Transmission,South,1,0.9555302166476625,0.041766109785202864,0.9582338902147971,47.7326968973747,0,0,Low
BATCH_00159,Bangalore,Line_A,1260,1039,998,41,44,0.31,6,Medium,B,Axle,East,0,0.8246031746031746,0.03946102021174206,0.960538979788258,42.34841193455246,0,0,Low
BATCH_00160,Bangalore,Line_A,1276,973,923,50,34,0.46,3,Medium,C,Axle,West,1,0.762539184952978,0.051387461459403906,0.9486125385405961,34.943473792394656,1,0,Medium
BATCH_00161,Chakan,Line_C,874,677,661,16,31,0.33,1,Medium,A,Transmission,West,0,0.7745995423340961,0.023633677991137372,0.9763663220088626,45.79025110782865,0,0,Low
BATCH_00162,Chakan,Line_C,1002,758,723,35,36,0.44,2,High,A,Engine,South,1,0.7564870259481038,0.04617414248021108,0.9538258575197889,47.4934036939314,0,1,Medium
BATCH_00163,Chakan,Line_B,872,638,626,12,38,0.45,6,High,B,Engine,East,1,0.731651376146789,0.018808777429467086,0.9811912225705329,59.56112852664577,0,1,Medium
BATCH_00164,Bangalore,Line_A,753,670,633,37,42,0.5,8,High,C,Engine,North,0,0.8897742363877822,0.05522388059701493,0.9447761194029851,62.6865671641791,1,1,Medium
BATCH_00165,Chakan,Line_A,1077,959,940,19,36,0.08,8,Medium,A,Transmission,West,1,0.8904363974001857,0.01981230448383733,0.9801876955161627,37.53910323253389,0,0,Low
BATCH_00166,Bangalore,Line_A,732,705,678,27,42,0.59,5,High,A,Engine,East,1,0.9631147540983607,0.03829787234042553,0.9617021276595744,59.57446808510639,0,1,Medium
BATCH_00167,Bangalore,Line_A,1188,1222,1155,67,24,0.09,4,Low,C,Transmission,West,0,1.0286195286195285,0.05482815057283143,0.9451718494271686,19.639934533551557,1,0,Low
BATCH_00168,Nashik,Line_A,1155,1073,1013,60,32,0.69,4,Medium,C,Engine,South,1,0.929004329004329,0.05591798695246971,0.9440820130475303,29.822926374650514,1,0,High
BATCH_00169,Chakan,Line_D,1121,1003,992,11,46,0.55,6,Medium,B,Axle,North,1,0.8947368421052632,0.010967098703888335,0.9890329012961117,45.86241276171486,0,0,Medium
BATCH_00170,Bangalore,Line_C,1127,1145,1096,49,26,0.15,6,Medium,C,Transmission,South,0,1.0159716060337178,0.04279475982532751,0.9572052401746725,22.707423580786024,1,0,Low
BATCH_00171,Nashik,Line_D,1010,798,752,46,40,0.32,11,Medium,C,Engine,North,1,0.7900990099009901,0.05764411027568922,0.9423558897243107,50.125313283208015,1,0,Low
BATCH_00172,Nashik,Line_D,836,832,811,21,30,0.14,5,High,C,Axle,North,1,0.9952153110047847,0.025240384615384616,0.9747596153846154,36.05769230769231,1,1,Low
BATCH_00173,Chakan,Line_B,964,743,697,46,48,0.88,4,Medium,B,Axle,East,1,0.770746887966805,0.06191117092866756,0.9380888290713324,64.60296096904442,0,0,High
BATCH_00174,Nashik,Line_C,757,764,739,25,43,0.32,6,High,A,Brake,East,1,1.0092470277410832,0.032722513089005235,0.9672774869109948,56.282722513089006,0,1,Low
BATCH_00175,Bangalore,Line_C,1102,845,813,32,36,0.48,4,Medium,C,Electronics,South,1,0.7667876588021778,0.0378698224852071,0.9621301775147929,42.60355029585799,1,0,Medium
BATCH_00176,Nashik,Line_B,979,971,941,30,36,0.13,1,Medium,A,Axle,South,0,0.9918283963227783,0.030895983522142123,0.9691040164778579,37.075180226570545,0,0,Low
BATCH_00177,Chakan,Line_A,1056,1012,951,61,22,0.28,3,Medium,C,Electronics,North,0,0.9583333333333334,0.06027667984189723,0.9397233201581028,21.73913043478261,1,0,Low
BATCH_00178,Bangalore,Line_B,811,802,777,25,30,0.38,7,Medium,A,Brake,North,0,0.9889025893958077,0.03117206982543641,0.9688279301745636,37.40648379052369,0,0,Medium
BATCH_00179,Bangalore,Line_B,953,869,796,73,36,0.64,5,High,C,Electronics,West,1,0.9118572927597062,0.08400460299194476,0.9159953970080552,41.42692750287687,1,1,Medium
BATCH_00180,Nashik,Line_A,700,532,510,22,42,0.29,6,High,C,Axle,North,1,0.76,0.041353383458646614,0.9586466165413534,78.94736842105263,1,1,Low
BATCH_00181,Nashik,Line_C,742,739,698,41,39,0.26,3,Medium,A,Engine,West,0,0.9959568733153639,0.05548037889039242,0.9445196211096076,52.774018944519625,0,0,Low
BATCH_00182,Chakan,Line_A,1291,985,975,10,24,0.23,5,High,B,Brake,North,1,0.7629744384198296,0.01015228426395939,0.9898477157360406,24.36548223350254,0,1,Low
BATCH_00183,Bangalore,Line_B,711,579,566,13,43,0.29,9,Low,A,Transmission,East,0,0.8143459915611815,0.022452504317789293,0.9775474956822107,74.26597582037996,0,0,Low
BATCH_00184,Nashik,Line_B,1258,1064,1037,27,36,0.19,8,Medium,A,Brake,West,0,0.8457869634340223,0.02537593984962406,0.974624060150376,33.83458646616541,0,0,Low
BATCH_00185,Chakan,Line_B,1044,1006,948,58,25,0.24,7,High,C,Engine,South,1,0.9636015325670498,0.05765407554671968,0.9423459244532804,24.85089463220676,1,1,Low
BATCH_00186,Chakan,Line_C,833,668,642,26,30,0.38,4,Low,C,Transmission,West,0,0.801920768307323,0.038922155688622756,0.9610778443113772,44.91017964071856,1,0,Medium
BATCH_00187,Nashik,Line_A,947,865,821,44,46,0.35,4,High,B,Electronics,West,1,0.9134107708553326,0.05086705202312139,0.9491329479768786,53.179190751445084,0,1,Medium
BATCH_00188,Chakan,Line_D,1069,1031,994,37,34,0.48,4,Low,A,Brake,West,0,0.9644527595884004,0.03588748787584869,0.9641125121241513,32.97769156159069,0,0,Medium
BATCH_00189,Bangalore,Line_B,738,579,558,21,45,0.31,9,Medium,B,Transmission,West,0,0.7845528455284553,0.03626943005181347,0.9637305699481865,77.72020725388602,0,0,Low
BATCH_00190,Bangalore,Line_A,1037,1022,970,52,40,0.1,8,Low,C,Engine,North,0,0.9855351976856316,0.050880626223091974,0.949119373776908,39.138943248532286,1,0,Low
BATCH_00191,Bangalore,Line_A,1144,1153,1141,12,46,0.43,11,High,B,Brake,South,1,1.007867132867133,0.010407632263660017,0.98959236773634,39.8959236773634,0,1,Medium
BATCH_00192,Chakan,Line_C,787,807,778,29,45,0.4,1,Medium,A,Transmission,East,0,1.0254129606099112,0.03593556381660471,0.9640644361833953,55.762081784386616,0,0,Medium
BATCH_00193,Chakan,Line_A,1295,1123,1070,53,41,0.22,10,Medium,C,Axle,East,1,0.8671814671814672,0.04719501335707925,0.9528049866429208,36.5093499554764,1,0,Low
BATCH_00194,Bangalore,Line_D,912,928,871,57,34,0.7,7,Low,A,Axle,North,1,1.0175438596491229,0.061422413793103446,0.9385775862068966,36.637931034482754,0,0,High
BATCH_00195,Chakan,Line_B,744,576,568,8,33,0.18,1,High,B,Transmission,North,0,0.7741935483870968,0.013888888888888888,0.9861111111111112,57.29166666666667,0,1,Low
BATCH_00196,Chakan,Line_B,1239,1019,970,49,37,0.3,8,Medium,B,Engine,North,0,0.8224374495560937,0.04808635917566242,0.9519136408243376,36.31010794896958,0,0,Low
BATCH_00197,Nashik,Line_A,1053,901,874,27,35,0.27,1,Medium,B,Engine,North,0,0.855650522317189,0.029966703662597113,0.9700332963374029,38.8457269700333,0,0,Low
BATCH_00198,Bangalore,Line_B,802,688,658,30,30,0.4,10,High,A,Axle,West,1,0.85785536159601,0.0436046511627907,0.9563953488372093,43.6046511627907,0,1,Medium
BATCH_00199,Chakan,Line_A,898,780,741,39,33,0.41,5,Low,B,Electronics,North,0,0.8685968819599109,0.05,0.95,42.30769230769231,0,0,Medium
BATCH_00200,Nashik,Line_C,781,659,633,26,30,0.16,3,Medium,C,Electronics,North,0,0.8437900128040973,0.03945371775417299,0.960546282245827,45.523520485584214,1,0,Low
BATCH_00201,Chakan,Line_C,761,759,717,42,36,0.73,9,Medium,A,Transmission,East,1,0.9973718791064389,0.05533596837944664,0.9446640316205533,47.43083003952569,0,0,High
BATCH_00202,Nashik,Line_D,1282,1203,1169,34,34,0.3,3,High,A,Transmission,East,1,0.9383775351014041,0.02826267664172901,0.971737323358271,28.26267664172901,0,1,Low
BATCH_00203,Nashik,Line_D,1219,1114,1084,30,35,0.56,10,Low,B,Transmission,East,1,0.9138638228055783,0.026929982046678635,0.9730700179533214,31.41831238779174,0,0,Medium
BATCH_00204,Bangalore,Line_A,1068,864,835,29,35,0.1,1,Medium,B,Axle,North,0,0.8089887640449438,0.03356481481481482,0.9664351851851852,40.50925925925926,0,0,Low
BATCH_00205,Nashik,Line_B,906,884,844,40,34,0.16,1,Medium,B,Axle,West,0,0.9757174392935982,0.04524886877828054,0.9547511312217195,38.46153846153846,0,0,Low
BATCH_00206,Bangalore,Line_D,916,930,888,42,26,0.2,6,High,A,Brake,East,1,1.01528384279476,0.04516129032258064,0.9548387096774194,27.956989247311828,0,1,Low
BATCH_00207,Nashik,Line_A,1272,1276,1263,13,42,0.36,11,Low,A,Brake,South,1,1.0031446540880504,0.01018808777429467,0.9898119122257053,32.9153605015674,0,0,Medium
BATCH_00208,Chakan,Line_D,1055,773,745,28,33,0.26,5,Low,A,Brake,North,0,0.7327014218009479,0.03622250970245795,0.963777490297542,42.690815006468306,0,0,Low
BATCH_00209,Chakan,Line_B,747,684,651,33,32,0.3,11,Low,C,Axle,East,1,0.9156626506024096,0.04824561403508772,0.9517543859649122,46.783625730994146,1,0,Low
BATCH_00210,Bangalore,Line_C,1157,1044,1005,39,34,0.51,6,High,B,Transmission,East,0,0.902333621434745,0.03735632183908046,0.9626436781609196,32.56704980842912,0,1,Medium
BATCH_00211,Chakan,Line_D,906,902,890,12,36,0.51,2,High,B,Brake,East,1,0.9955849889624724,0.013303769401330377,0.9866962305986696,39.911308203991126,0,1,Medium
BATCH_00212,Chakan,Line_D,1039,1050,1006,44,29,0.57,8,Medium,C,Engine,North,1,1.0105871029836382,0.0419047619047619,0.9580952380952381,27.619047619047617,1,0,Medium
BATCH_00213,Bangalore,Line_A,906,905,867,38,31,0.49,1,High,C,Electronics,South,1,0.9988962472406181,0.041988950276243095,0.958011049723757,34.25414364640884,1,1,Medium
BATCH_00214,Nashik,Line_B,783,815,788,27,29,0.29,8,Low,B,Electronics,West,0,1.040868454661558,0.033128834355828224,0.9668711656441717,35.582822085889575,0,0,Low
BATCH_00215,Nashik,Line_A,1215,933,886,47,35,0.4,5,Medium,C,Electronics,East,1,0.7679012345679013,0.05037513397642015,0.9496248660235799,37.513397642015,1,0,Medium
BATCH_00216,Nashik,Line_A,1138,840,793,47,29,0.09,3,Low,A,Engine,East,0,0.7381370826010545,0.055952380952380955,0.944047619047619,34.523809523809526,0,0,Low
BATCH_00217,Bangalore,Line_A,900,794,756,38,27,0.31,2,Medium,B,Axle,West,0,0.8822222222222222,0.04785894206549118,0.9521410579345088,34.005037783375315,0,0,Low
BATCH_00218,Nashik,Line_D,887,781,758,23,28,0.44,11,Low,B,Brake,East,1,0.8804960541149943,0.029449423815621,0.970550576184379,35.85147247119078,0,0,Medium
BATCH_00219,Bangalore,Line_B,1121,1165,1108,57,44,0.11,3,High,A,Axle,South,1,1.039250669045495,0.048927038626609444,0.9510729613733906,37.768240343347635,0,1,Low
BATCH_00220,Bangalore,Line_B,1295,1039,1027,12,31,0.12,6,Low,B,Transmission,North,0,0.8023166023166023,0.011549566891241578,0.9884504331087585,29.836381135707413,0,0,Low
BATCH_00221,Bangalore,Line_A,810,826,795,31,40,0.33,2,High,A,Transmission,West,1,1.019753086419753,0.03753026634382567,0.9624697336561744,48.426150121065376,0,1,Low
BATCH_00222,Bangalore,Line_D,1266,1181,1155,26,22,0.32,5,Medium,A,Engine,East,0,0.9328593996840442,0.02201524132091448,0.9779847586790855,18.628281117696865,0,0,Low
BATCH_00223,Nashik,Line_B,1180,1150,1113,37,40,0.51,3,High,B,Axle,West,1,0.9745762711864406,0.03217391304347826,0.9678260869565217,34.78260869565218,0,1,Medium
BATCH_00224,Bangalore,Line_A,1192,1183,1109,74,32,0.65,1,Low,C,Electronics,North,1,0.9924496644295302,0.06255283178360102,0.937447168216399,27.049873203719358,1,0,Medium
BATCH_00225,Bangalore,Line_D,1070,949,929,20,39,0.47,10,Medium,B,Brake,South,1,0.8869158878504673,0.02107481559536354,0.9789251844046365,41.09589041095891,0,0,Medium
BATCH_00226,Nashik,Line_A,909,951,933,18,37,0.62,8,High,A,Transmission,North,1,1.046204620462046,0.01892744479495268,0.9810725552050473,38.90641430073607,0,1,Medium
BATCH_00227,Bangalore,Line_D,981,915,864,51,22,0.34,11,Low,A,Electronics,South,0,0.9327217125382263,0.05573770491803279,0.9442622950819672,24.043715846994534,0,0,Medium
BATCH_00228,Nashik,Line_B,786,643,634,9,34,0.09,5,Low,B,Axle,West,0,0.8180661577608143,0.013996889580093312,0.9860031104199067,52.87713841368585,0,0,Low
BATCH_00229,Chakan,Line_D,1001,929,903,26,41,0.46,7,Medium,C,Transmission,South,1,0.9280719280719281,0.02798708288482239,0.9720129171151776,44.1334768568353,1,0,Medium
BATCH_00230,Bangalore,Line_D,704,529,508,21,24,0.18,5,High,C,Brake,East,1,0.7514204545454546,0.03969754253308128,0.9603024574669187,45.36862003780718,1,1,Low
BATCH_00231,Chakan,Line_D,1144,916,877,39,36,0.35,4,Medium,B,Axle,North,0,0.8006993006993007,0.0425764192139738,0.9574235807860262,39.301310043668124,0,0,Medium
BATCH_00232,Nashik,Line_A,707,545,517,28,36,0.61,6,Low,C,Axle,North,1,0.7708628005657708,0.05137614678899083,0.9486238532110092,66.05504587155963,1,0,Medium
BATCH_00233,Bangalore,Line_C,1269,1200,1168,32,38,0.35,6,Medium,A,Axle,North,0,0.9456264775413712,0.02666666666666667,0.9733333333333334,31.666666666666668,0,0,Medium
BATCH_00234,Nashik,Line_A,1190,874,840,34,37,0.38,10,Medium,A,Brake,East,1,0.7344537815126051,0.038901601830663615,0.9610983981693364,42.33409610983982,0,0,Medium
BATCH_00235,Nashik,Line_A,1162,988,929,59,36,0.39,10,Medium,C,Engine,North,1,0.8502581755593803,0.0597165991902834,0.9402834008097166,36.43724696356276,1,0,Medium
BATCH_00236,Bangalore,Line_B,1012,824,802,22,39,0.28,7,Low,A,Transmission,West,0,0.8142292490118577,0.02669902912621359,0.9733009708737864,47.33009708737865,0,0,Low
BATCH_00237,Bangalore,Line_A,987,851,809,42,32,0.55,6,Medium,C,Brake,West,1,0.8622087132725431,0.04935370152761457,0.9506462984723855,37.60282021151586,1,0,Medium
BATCH_00238,Bangalore,Line_A,1115,1049,1001,48,34,0.39,11,High,C,Engine,South,1,0.9408071748878923,0.04575786463298379,0.9542421353670162,32.41182078169685,1,1,Medium
BATCH_00239,Bangalore,Line_C,746,659,626,33,41,0.47,9,Medium,B,Engine,West,1,0.8833780160857909,0.05007587253414264,0.9499241274658573,62.2154779969651,0,0,Medium
BATCH_00240,Bangalore,Line_C,1222,1214,1160,54,46,0.52,2,Low,C,Engine,North,0,0.9934533551554828,0.044481054365733116,0.9555189456342669,37.89126853377265,1,0,Medium
BATCH_00241,Chakan,Line_D,938,687,658,29,36,0.15,11,High,C,Electronics,East,1,0.732409381663113,0.042212518195050945,0.9577874818049491,52.40174672489083,1,1,Low
BATCH_00242,Bangalore,Line_A,789,592,577,15,38,0.22,10,High,A,Brake,North,1,0.7503168567807351,0.02533783783783784,0.9746621621621622,64.1891891891892,0,1,Low
BATCH_00243,Nashik,Line_B,720,709,680,29,33,0.27,4,Low,B,Electronics,South,0,0.9847222222222223,0.04090267983074753,0.9590973201692524,46.54442877291961,0,0,Low
BATCH_00244,Chakan,Line_B,920,767,742,25,30,0.37,6,High,A,Electronics,South,1,0.8336956521739131,0.03259452411994785,0.9674054758800521,39.113428943937414,0,1,Medium
BATCH_00245,Bangalore,Line_A,999,746,718,28,34,0.18,3,Medium,A,Axle,North,0,0.7467467467467468,0.03753351206434316,0.9624664879356568,45.57640750670242,0,0,Low
BATCH_00246,Bangalore,Line_A,703,646,632,14,38,0.62,1,High,B,Electronics,East,1,0.918918918918919,0.021671826625386997,0.978328173374613,58.8235294117647,0,1,Medium
BATCH_00247,Chakan,Line_B,894,739,704,35,34,0.04,6,High,A,Transmission,East,0,0.8266219239373602,0.04736129905277402,0.952638700947226,46.00811907983762,0,1,Low
BATCH_00248,Chakan,Line_B,1253,1005,985,20,39,0.6,11,Medium,B,Electronics,East,1,0.8020750199521149,0.01990049751243781,0.9800995024875622,38.80597014925374,0,0,Medium
BATCH_00249,Nashik,Line_B,738,685,664,21,51,0.44,9,High,A,Axle,South,1,0.9281842818428184,0.030656934306569343,0.9693430656934306,74.45255474452554,0,1,Medium
BATCH_00250,Bangalore,Line_A,827,830,822,8,41,0.25,8,Medium,B,Brake,North,0,1.003627569528416,0.00963855421686747,0.9903614457831326,49.397590361445786,0,0,Low
BATCH_00251,Bangalore,Line_D,1151,952,875,77,38,0.51,1,Medium,C,Electronics,West,1,0.8271068635968722,0.08088235294117647,0.9191176470588235,39.91596638655462,1,0,Medium
BATCH_00252,Chakan,Line_D,905,686,646,40,44,0.42,6,High,C,Transmission,West,1,0.7580110497237569,0.05830903790087463,0.9416909620991254,64.13994169096209,1,1,Medium
BATCH_00253,Chakan,Line_C,1286,1278,1195,83,36,0.64,4,Medium,C,Engine,West,1,0.9937791601866252,0.0649452269170579,0.935054773082942,28.16901408450704,1,0,Medium
BATCH_00254,Nashik,Line_B,887,676,641,35,38,0.19,4,Medium,C,Axle,West,0,0.762119503945885,0.051775147928994084,0.9482248520710059,56.213017751479285,1,0,Low
BATCH_00255,Bangalore,Line_D,725,593,565,28,36,0.4,3,Low,B,Transmission,North,0,0.8179310344827586,0.047217537942664416,0.9527824620573356,60.70826306913997,0,0,Medium
BATCH_00256,Chakan,Line_B,1068,985,939,46,40,0.46,8,High,A,Axle,East,1,0.9222846441947565,0.046700507614213196,0.9532994923857868,40.609137055837564,0,1,Medium
BATCH_00257,Bangalore,Line_A,1265,1049,987,62,33,0.36,11,High,B,Electronics,North,1,0.8292490118577075,0.05910390848427073,0.9408960915157293,31.45853193517636,0,1,Medium
BATCH_00258,Nashik,Line_D,863,668,635,33,33,0.33,4,High,C,Transmission,North,1,0.7740440324449595,0.04940119760479042,0.9505988023952096,49.40119760479042,1,1,Low
BATCH_00259,Bangalore,Line_B,786,673,651,22,37,0.35,9,Medium,A,Engine,East,0,0.8562340966921119,0.03268945022288262,0.9673105497771174,54.977711738484395,0,0,Medium
BATCH_00260,Bangalore,Line_C,959,865,835,30,31,0.23,3,Medium,B,Engine,South,0,0.9019812304483837,0.03468208092485549,0.9653179190751445,35.83815028901734,0,0,Low
BATCH_00261,Nashik,Line_D,730,669,626,43,32,0.34,11,Low,A,Engine,North,1,0.9164383561643835,0.06427503736920777,0.9357249626307922,47.832585949177876,0,0,Medium
BATCH_00262,Nashik,Line_B,1297,1134,1095,39,25,0.31,6,Medium,B,Axle,North,1,0.874325366229761,0.03439153439153439,0.9656084656084656,22.045855379188716,0,0,Low
BATCH_00263,Nashik,Line_B,958,749,725,24,34,0.47,10,Medium,B,Axle,East,1,0.7818371607515657,0.03204272363150868,0.9679572763684913,45.393858477970625,0,0,Medium
BATCH_00264,Bangalore,Line_C,724,627,614,13,37,0.29,3,Low,A,Axle,South,0,0.8660220994475138,0.02073365231259968,0.9792663476874003,59.01116427432217,0,0,Low
BATCH_00265,Bangalore,Line_D,822,636,615,21,35,0.3,6,Medium,C,Transmission,East,1,0.7737226277372263,0.0330188679245283,0.9669811320754716,55.0314465408805,1,0,Low
BATCH_00266,Chakan,Line_A,1032,1081,1041,40,21,0.16,7,Medium,A,Electronics,West,0,1.0474806201550388,0.03700277520814061,0.9629972247918593,19.42645698427382,0,0,Low
BATCH_00267,Nashik,Line_C,1005,779,760,19,23,0.25,9,High,A,Transmission,South,1,0.7751243781094528,0.024390243902439025,0.975609756097561,29.525032092426187,0,1,Low
BATCH_00268,Chakan,Line_A,1143,887,838,49,36,0.09,4,High,C,Transmission,East,1,0.7760279965004374,0.0552423900789177,0.9447576099210823,40.58624577226607,1,1,Low
BATCH_00269,Chakan,Line_A,1236,910,850,60,37,0.17,2,High,C,Axle,South,1,0.7362459546925566,0.06593406593406594,0.9340659340659341,40.65934065934066,1,1,Low
BATCH_00270,Bangalore,Line_D,1262,1216,1178,38,43,0.15,1,Medium,B,Brake,East,0,0.9635499207606973,0.03125,0.96875,35.36184210526316,0,0,Low
BATCH_00271,Chakan,Line_A,1009,746,677,69,29,0.7,9,Medium,C,Brake,North,1,0.7393458870168483,0.09249329758713137,0.9075067024128687,38.8739946380697,1,0,High
BATCH_00272,Chakan,Line_B,1165,865,833,32,31,0.62,11,Medium,C,Axle,South,1,0.7424892703862661,0.03699421965317919,0.9630057803468208,35.83815028901734,1,0,Medium
BATCH_00273,Chakan,Line_D,1100,1043,1025,18,25,0.12,6,Low,C,Axle,North,0,0.9481818181818182,0.01725790987535954,0.9827420901246404,23.969319271332697,1,0,Low
BATCH_00274,Bangalore,Line_B,734,745,726,19,41,0.05,3,Medium,A,Engine,South,0,1.0149863760217983,0.025503355704697986,0.974496644295302,55.033557046979865,0,0,Low
BATCH_00275,Bangalore,Line_D,1245,1075,1029,46,25,0.43,11,Medium,B,Electronics,East,0,0.8634538152610441,0.04279069767441861,0.9572093023255814,23.255813953488374,0,0,Medium
BATCH_00276,Chakan,Line_C,1220,1002,992,10,34,0.45,5,Medium,B,Axle,West,0,0.8213114754098361,0.00998003992015968,0.9900199600798403,33.93213572854292,0,0,Medium
BATCH_00277,Bangalore,Line_A,707,658,634,24,40,0.32,9,Medium,C,Axle,North,1,0.9306930693069307,0.0364741641337386,0.9635258358662614,60.790273556231,1,0,Low
BATCH_00278,Bangalore,Line_B,1133,938,914,24,32,0.07,3,Medium,A,Brake,South,0,0.8278905560458959,0.0255863539445629,0.9744136460554371,34.11513859275053,0,0,Low
